"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1987","FN","1988","FN","1989","FN","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_FRHWTR","SD","Proportion of important sites for freshwater biodiversity that are covered by protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","35.39","C, 11, 183","39.02","C, 12, 183","40.01","C, 13, 183","40.05","C, 14, 183","40.11","C, 15, 183","40.11","C, 16, 183","40.11","C, 17, 183","40.11","C, 18, 183","40.16","C, 19, 183","40.16","C, 20, 183","40.16","C, 21, 183","41.04","C, 22, 183","41.04","C, 23, 183","41.53","C, 24, 183","41.53","C, 25, 183","41.57","C, 26, 183","41.57","C, 27, 183"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","48.25","C, 11, 183","49.91","C, 12, 183","51.00","C, 13, 183","51.11","C, 14, 183","51.20","C, 15, 183","51.20","C, 16, 183","51.35","C, 17, 183","51.35","C, 18, 183","51.38","C, 19, 183","51.38","C, 20, 183","51.40","C, 21, 183","51.69","C, 22, 183","51.69","C, 23, 183","52.04","C, 24, 183","52.04","C, 25, 183","52.05","C, 26, 183","52.05","C, 27, 183"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","48.25","C, 11, 183","49.91","C, 12, 183","51.00","C, 13, 183","51.11","C, 14, 183","51.20","C, 15, 183","51.20","C, 16, 183","51.35","C, 17, 183","51.35","C, 18, 183","51.38","C, 19, 183","51.38","C, 20, 183","51.40","C, 21, 183","51.69","C, 22, 183","51.69","C, 23, 183","52.04","C, 24, 183","52.04","C, 25, 183","52.05","C, 26, 183","52.05","C, 27, 183"
"15","15.1","15.1.2","C150102","Proportion of important sites for terrestrial and freshwater biodiversity that are covered by protected areas, by ecosystem type","ER_PTD_TERR","SD","Proportion of important sites for terrestrial biodiversity that are covered by protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","48.25","C, 11, 183","49.91","C, 12, 183","51.00","C, 13, 183","51.11","C, 14, 183","51.20","C, 15, 183","51.20","C, 16, 183","51.35","C, 17, 183","51.35","C, 18, 183","51.38","C, 19, 183","51.38","C, 20, 183","51.40","C, 21, 183","51.69","C, 22, 183","51.69","C, 23, 183","52.04","C, 24, 183","52.04","C, 25, 183","52.05","C, 26, 183","52.05","C, 27, 183"
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTBIOM","+","Above-ground biomass in forest","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Metric Tons","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10,255.40","NA, 21, 182","","","","","","","","","10,945.30","NA, 26, 182","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTBIOPHA","+","Above-ground biomass in forest per hectare","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Tonnes per hectare","Millions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","51.12","NA, 21, 182","","","","","","","","","10,945.30","NA, 26, 182","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTCERT","SD","Proportion of forest area certified under an independently verified certification scheme","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","NA, 21, 182, 234","","","","","","","3,144.45","NA, 25, 182, 234","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTMGT","SD","Proportion of forest area with a long-term management plan","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.00","NA, 16, 182, 235","","","","","","","","","62.00","NA, 21, 182, 235","","","","","","","","","","","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTPRCT","+","Proportion of forest area within legally established protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.97","NA, 21, 182","","","","","","","","","13.49","NA, 26, 182","",""
"15","15.2","15.2.1","C150201","Progress towards sustainable forest management","AG_LND_FRSTPRCTN","+","Forest area within legally established protected areas","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Hectares","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27,021.30","NA, 21, 182","","","","","","","","","28,097.00","NA, 26, 182","",""
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","63.23","C, 11, 183","64.91","C, 12, 183","66.12","C, 13, 183","66.29","C, 14, 183","66.31","C, 15, 183","66.31","C, 16, 183","66.58","C, 17, 183","66.58","C, 18, 183","66.61","C, 19, 183","66.61","C, 20, 183","66.66","C, 21, 183","66.66","C, 22, 183","66.66","C, 23, 183","66.88","C, 24, 183","66.88","C, 25, 183","66.88","C, 26, 183","66.88","C, 27, 183"
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","63.23","C, 11, 183","64.91","C, 12, 183","66.12","C, 13, 183","66.29","C, 14, 183","66.31","C, 15, 183","66.31","C, 16, 183","66.58","C, 17, 183","66.58","C, 18, 183","66.61","C, 19, 183","66.61","C, 20, 183","66.66","C, 21, 183","66.66","C, 22, 183","66.66","C, 23, 183","66.88","C, 24, 183","66.88","C, 25, 183","66.88","C, 26, 183","66.88","C, 27, 183"
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","63.23","C, 11, 183","64.91","C, 12, 183","66.12","C, 13, 183","66.29","C, 14, 183","66.31","C, 15, 183","66.31","C, 16, 183","66.58","C, 17, 183","66.58","C, 18, 183","66.61","C, 19, 183","66.61","C, 20, 183","66.66","C, 21, 183","66.66","C, 22, 183","66.66","C, 23, 183","66.88","C, 24, 183","66.88","C, 25, 183","66.88","C, 26, 183","66.88","C, 27, 183"
"15","15.4","15.4.2","C150402","Mountain Green Cover Index","ER_MTN_GRNCOV","+","Mountain Green Cover Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Square kilometers","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","15.4","15.4.2","C150402","Mountain Green Cover Index","ER_MTN_GRNCVI","SD","Mountain Green Cover Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","15.4","15.4.2","C150402","Mountain Green Cover Index","ER_MTN_TOTL","+","Mountain Green Cover Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Square kilometers","Thousands","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","0.83","E, 4, 185","0.83","E, 5, 185","0.83","E, 6, 185","0.82","E, 7, 185","0.82","E, 8, 185","0.82","E, 9, 185","0.81","E, 10, 185","0.81","E, 11, 185","0.81","E, 12, 185","0.80","E, 13, 185","0.80","E, 14, 185","0.80","E, 15, 185","0.79","E, 16, 185","0.79","E, 17, 185","0.78","E, 18, 185","0.78","E, 19, 185","0.78","E, 20, 185","0.77","E, 21, 185","0.77","E, 22, 185","0.77","E, 23, 185","0.76","E, 24, 185","0.76","E, 25, 185","0.75","E, 26, 185","0.75","E, 27, 185"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Not applicable","Units","","","","","","","","","","","","","0.82","E, 4, 185","0.82","E, 5, 185","0.82","E, 6, 185","0.82","E, 7, 185","0.81","E, 8, 185","0.81","E, 9, 185","0.81","E, 10, 185","0.80","E, 11, 185","0.80","E, 12, 185","0.79","E, 13, 185","0.79","E, 14, 185","0.79","E, 15, 185","0.78","E, 16, 185","0.78","E, 17, 185","0.77","E, 18, 185","0.77","E, 19, 185","0.76","E, 20, 185","0.76","E, 21, 185","0.75","E, 22, 185","0.75","E, 23, 185","0.74","E, 24, 185","0.73","E, 25, 185","0.73","E, 26, 185","0.72","E, 27, 185"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Not applicable","Units","","","","","","","","","","","","","0.83","E, 4, 185","0.83","E, 5, 185","0.83","E, 6, 185","0.83","E, 7, 185","0.83","E, 8, 185","0.83","E, 9, 185","0.82","E, 10, 185","0.82","E, 11, 185","0.81","E, 12, 185","0.81","E, 13, 185","0.81","E, 14, 185","0.80","E, 15, 185","0.80","E, 16, 185","0.80","E, 17, 185","0.79","E, 18, 185","0.79","E, 19, 185","0.78","E, 20, 185","0.78","E, 21, 185","0.78","E, 22, 185","0.78","E, 23, 185","0.78","E, 24, 185","0.78","E, 25, 185","0.77","E, 26, 185","0.77","E, 27, 185"
"15","15.6","15.6.1","C150601","Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","ER_CBD_ABSCLRHS","SD","Countries that have legislative, administrative and policy framework or measures reported to the Access and Benefit-Sharing Clearing-House","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","NA, 23, 186, 236","","","","","","","",""
"15","15.6","15.6.1","C150601","Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","ER_CBD_NAGOYA","SD","Countries that are parties to the Nagoya Protocol","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","NA, 23, 186, 238","","","","","","","",""
"15","15.6","15.6.1","C150601","Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","ER_CBD_ORSPGRFA","SD","Countries that have legislative, administrative and policy framework or measures reported through the Online Reporting System on Compliance  of the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA)","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","NA, 23, 186, 237","","","","","","","",""
"15","15.6","15.6.1","C150601","Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","ER_CBD_PTYPGRFA","SD","Countries that are contracting Parties to the International Treaty on Plant Genetic Resources for Food and Agriculture (PGRFA)","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"15","15.6","15.6.1","C150601","Number of countries that have adopted legislative, administrative and policy frameworks to ensure fair and equitable sharing of benefits","ER_CBD_SMTA","SD","Total reported number of Standard Material Transfer Agreements (SMTAs) transfering plant genetic resources for food and agriculture to the country","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","709.00","NA, 23, 186, 239","","","979.00","NA, 25, 186, 239","","","1,384.00","NA, 27, 186, 239"
"15","15.a","15.a.1","C200207","Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems","DC_ODA_BDVL","SD","Total official development assistance for biodiversity, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471.38","NA, 13, 241","449.72","NA, 14, 241","274.04","NA, 15, 241","536.30","NA, 16, 241","427.51","NA, 17, 241","741.84","NA, 18, 241","65.81","NA, 19, 241","31.07","NA, 20, 241","214.18","NA, 21, 241","31.87","NA, 22, 241","53.52","NA, 23, 241","129.25","NA, 24, 241","48.68","NA, 25, 241","165.02","NA, 26, 241","",""
"15","15.b","15.b.1","C200207","Official development assistance and public expenditure on conservation and sustainable use of biodiversity and ecosystems","DC_ODA_BDVL","SD","Total official development assistance for biodiversity, by recipient","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","USD","Billions","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","471.38","NA, 13, 241","449.72","NA, 14, 241","274.04","NA, 15, 241","536.30","NA, 16, 241","427.51","NA, 17, 241","741.84","NA, 18, 241","65.81","NA, 19, 241","31.07","NA, 20, 241","214.18","NA, 21, 241","31.87","NA, 22, 241","53.52","NA, 23, 241","129.25","NA, 24, 241","48.68","NA, 25, 241","165.02","NA, 26, 241","",""
"16","16.1","16.1.1","C160101","Number of victims of intentional homicide per 100,000 population, by sex and age","VC_IHR_PSRC","SD","Number of victims of intentional homicide per 100,000 population","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Per 100,000 population","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 21, 187, 242","0.89","C, 22, 187, 242","0.83","C, 23, 187, 242","0.78","C, 24, 187, 242","0.74","C, 25, 187, 242","","","",""
"16","16.1","16.1.1","C160101","Number of victims of intentional homicide per 100,000 population, by sex and age","VC_IHR_PSRCN","+","Number of victims of intentional homicide","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13,410.00","C, 21, 187, 242","12,015.00","C, 22, 187, 242","11,286.00","C, 23, 187, 242","10,640.00","C, 24, 187, 242","10,083.00","C, 25, 187, 242","","","",""
"16","16.5","16.5.2","C160502","Proportion of businesses that had at least one contact with a public official and that paid a bribe to a public official, or were asked for a bribe by those public officials during the previous 12 months","IC_FRM_BRIB","+","Proportion of firms experiencing at least one bribe payment request","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.59","E, 23","","","","","","","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRADB","SD","Proportion of developing countries in the membership of the Asian Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.69","G, 11, 132","","","","","","","","","1.56","G, 16, 142","","","","","","","","","1.49","G, 21, 149","","","","","","","","","1.49","G, 26, 158","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRAFDB","SD","Proportion of developing countries in the membership of the African Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.30","G, 11, 131","","","","","","","","","1.30","G, 16, 141","","","","","","","","","1.30","G, 21, 148","","","","","","","1.27","G, 25, 156","1.25","G, 26, 157","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRECOSOC","SD","Proportion of developing countries in the membership of the UN Economic and Social Council","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 136","","","","","","","","","1.85","G, 16, 147","","","","","","","","","1.85","G, 21, 155","","","","","","","","","1.85","G, 26, 171","1.85","G, 27, 173"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRFSB","SD","Proportion of developing countries in the membership of the Financial Stability Board","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.17","G, 21, 150","","","","","","","","","4.17","G, 26, 159","4.17","G, 27, 164"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIABD","SD","Proportion of developing countries in the membership of the Inter-American Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 11, 135","","","","","","","","","0.00","G, 16, 145","","","","","","","","","2.08","G, 21, 153","","","","","","","","","2.08","G, 26, 162","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIBRD","SD","Proportion of developing countries in the membership of the International Bank for Reconstruction and Development","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.55","G, 11, 138","","","","","","","","","0.54","G, 16, 146","","","","","","","","","0.53","G, 21, 154","","","","","","","","","0.53","G, 26, 163","0.53","G, 27, 167"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIFC","SD","Proportion of developing countries in the membership of the International Finance Corporation","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.57","G, 11, 133","","","","","","","","","0.56","G, 16, 143","","","","","","","","","0.55","G, 21, 151","","","","","","","","","0.54","G, 26, 160","0.54","G, 27, 165"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRIMF","SD","Proportion of developing countries in the membership of the International Monetary Fund","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.56","G, 11, 134","","","","","","","","","0.55","G, 16, 144","","","","","","","","","0.55","G, 21, 152","","","","","","","","","0.53","G, 26, 161","0.53","G, 27, 166"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNGA","SD","Proportion of developing countries in the membership of the UN General Assembly","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53","G, 11, 139","","","","","","","","","0.52","G, 16, 139","","","","","","","","","0.52","G, 21, 139","","","","","","","","","0.52","G, 26, 139","0.52","G, 27, 139"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRUNSC","SD","Proportion of developing countries in the membership of the UN Security Council","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6.67","G, 11, 137","","","","","","","","","6.67","G, 16, 169","","","","","","","","","6.67","G, 21, 170","","","","","","","","","6.67","G, 26, 172","6.67","G, 27, 174"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_MBRWTO","SD","Proportion of developing countries in the membership of the World Trade Organisation","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 11, 140","","","","","","","","","0.67","G, 16, 140","","","","","","","","","0.65","G, 21, 140","","","","","","","","","0.63","G, 26, 140","0.62","G, 27, 168"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTADB","SD","Proportion of voting rights of developing countries in the Asian Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","5.59","G, 11, 132","","","","","","","","","5.51","G, 16, 142","","","","","","","","","6.15","G, 21, 149","","","","","","","","","5.46","G, 26, 158","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTAFDB","SD","Proportion of voting rights of developing countries in the African Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.17","G, 11, 131","","","","","","","","","1.12","G, 16, 141","","","","","","","","","1.11","G, 21, 148","","","","","","","1.13","G, 25, 156","1.15","G, 26, 157","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTECOSOC","SD","Proportion of voting rights of developing countries in the UN Economic and Social Council","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.85","G, 11, 136","","","","","","","","","1.85","G, 16, 147","","","","","","","","","1.85","G, 21, 155","","","","","","","","","1.85","G, 26, 171","1.85","G, 27, 173"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTFSB","SD","Proportion of voting rights of developing countries in the Financial Stability Board","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.77","G, 21, 150","","","","","","","","","5.26","G, 26, 159","5.26","G, 27, 164"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIABD","SD","Proportion of voting rights of developing countries in the Inter-American Development Bank","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 11, 135","","","","","","","","","0.00","G, 16, 145","","","","","","","","","0.00","G, 21, 153","","","","","","","","","0.00","G, 26, 162","",""
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIBRD","SD","Proportion of voting rights of developing countries in the International Bank for Reconstruction and Development","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","2.80","G, 11, 138","","","","","","","","","2.78","G, 16, 146","","","","","","","","","2.78","G, 21, 154","","","","","","","","","4.83","G, 26, 163","4.64","G, 27, 167"
"16","16.8","16.8.1","C200205","Proportion of members and voting rights of developing countries in international organizations","SG_INT_VRTIFC","SD","Proportion of voting rights of developing countries in the International Finance Corporation","M49_ASI_EA","CHN","China","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.03","G, 11, 133","","","","","","","","","1.03","G, 16, 143","","","","","","","","","1.02","G, 21, 151","","","","","","","","","2.31","G, 26, 160","2.31","G, 27, 165"
