"Goal","Target","Indicator Ref","IndicatorId","Indicator Description","Series Code","Series Type","Series Description","Parent Country or Area Code","Country or Area Code","Country or Area Name","LDC","LLDC","SIDS","Frequency","Source type","Age group","Location","Sex","Value type","Unit","Unit multiplier","1990","FN","1991","FN","1992","FN","1993","FN","1994","FN","1995","FN","1996","FN","1997","FN","1998","FN","1999","FN","2000","FN","2001","FN","2002","FN","2003","FN","2004","FN","2005","FN","2006","FN","2007","FN","2008","FN","2009","FN","2010","FN","2011","FN","2012","FN","2013","FN","2014","FN","2015","FN","2016","FN"
"15","15.4","15.4.1","C150401","Coverage by protected areas of important sites for mountain biodiversity","ER_PTD_MTN","SD","Coverage by protected areas of important sites for mountain biodiversity","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Percent","Units","","","","","","","","","","","","","","","","","","","","","97.58","C, 9, 37","97.58","C, 10, 37","97.58","C, 11, 37","97.58","C, 12, 37","97.58","C, 13, 37","97.58","C, 14, 37","97.58","C, 15, 37","97.58","C, 16, 37","97.58","C, 17, 37","97.58","C, 18, 37","99.44","C, 19, 37","99.44","C, 20, 37","99.44","C, 21, 37","99.44","C, 22, 37","99.44","C, 23, 37","99.44","C, 24, 37","99.44","C, 25, 37"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Not applicable","Units","","","","","","","0.79","E, 2, 38","0.79","E, 3, 38","0.79","E, 4, 38","0.79","E, 5, 38","0.78","E, 6, 38","0.78","E, 7, 38","0.78","E, 8, 38","0.78","E, 9, 38","0.78","E, 10, 38","0.77","E, 11, 38","0.77","E, 12, 38","0.77","E, 13, 38","0.77","E, 14, 38","0.76","E, 15, 38","0.76","E, 16, 38","0.76","E, 17, 38","0.76","E, 18, 38","0.76","E, 19, 38","0.75","E, 20, 38","0.75","E, 21, 38","0.75","E, 22, 38","0.75","E, 23, 38","0.74","E, 24, 38","0.74","E, 25, 38"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Lower bound","Not applicable","Units","","","","","","","0.79","E, 2, 38","0.79","E, 3, 38","0.78","E, 4, 38","0.78","E, 5, 38","0.78","E, 6, 38","0.78","E, 7, 38","0.78","E, 8, 38","0.77","E, 9, 38","0.77","E, 10, 38","0.77","E, 11, 38","0.77","E, 12, 38","0.76","E, 13, 38","0.76","E, 14, 38","0.76","E, 15, 38","0.76","E, 16, 38","0.75","E, 17, 38","0.75","E, 18, 38","0.75","E, 19, 38","0.74","E, 20, 38","0.74","E, 21, 38","0.74","E, 22, 38","0.73","E, 23, 38","0.73","E, 24, 38","0.72","E, 25, 38"
"15","15.5","15.5.1","C150501","Red List Index","ER_RSK_LST","SD","Red List Index","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","Upper bound","Not applicable","Units","","","","","","","0.79","E, 2, 38","0.79","E, 3, 38","0.79","E, 4, 38","0.79","E, 5, 38","0.79","E, 6, 38","0.79","E, 7, 38","0.78","E, 8, 38","0.78","E, 9, 38","0.78","E, 10, 38","0.78","E, 11, 38","0.78","E, 12, 38","0.77","E, 13, 38","0.77","E, 14, 38","0.77","E, 15, 38","0.77","E, 16, 38","0.77","E, 17, 38","0.76","E, 18, 38","0.76","E, 19, 38","0.76","E, 20, 38","0.76","E, 21, 38","0.76","E, 22, 38","0.76","E, 23, 38","0.76","E, 24, 38","0.76","E, 25, 38"
"16","16.10","16.10.1","C161001","Number of verified cases of killing, kidnapping, enforced disappearance, arbitrary detention and torture of journalists, associated media personnel, trade unionists and human rights advocates in the previous 12 months","VC_VAW_MTUHRA","+","Number of cases of killings of journalists and associated media personnel","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.00","G, 19, 39, 45","","","","","","","","","0.00","G, 24, 39, 45","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BBND","SD","Fixed Internet broadband Subscriptions per 100 inhabitants","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","1.53","NA, 12","","","","","","","1.50","NA, 16, 34","1.49","NA, 17, 34","1.48","NA, 18, 34","1.48","NA, 19, 34","","","","","","","","","","","",""
"17","17.6","17.6.2","C170602","Fixed Internet broadband subscriptions per 100 inhabitants, by speed","IT_NET_BBNDN","+","Fixed Internet broadband Subscriptions per 100 inhabitants","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","6,000.00","NA, 12","","","","","","","6,000.00","NA, 16, 34","6,000.00","NA, 17, 34","6,000.00","NA, 18, 34","6,000.00","NA, 19, 34","","","","","","","","","","","",""
"17","17.8","17.8.1","C170801","Proportion of individuals using the Internet","IT_USE_ii99","SD","Proportion of individuals using the Internet","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Percent","Units","","","","","","","","","","","","","","","","","","","","","7.79","9","10.31","10","15.35","11","20.33","12","27.78","13","32.65","14","34.99","15, 34","37.33","16, 34","39.67","17, 34","42.00","18, 34","","","","","","","","","","","","","",""
"17","17.19","17.19.2","C171902","Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration","SG_REG_BRTH90N","+","Number of countries with birth registration data that are at least 90 percent complete","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","NA, 24, 41, 47","",""
"17","17.19","17.19.2","C171902","Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration","SG_REG_CENSUSN","+","Number of countries that have conducted at least one population and housing census in the last 10 years","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 25, 40, 46"
"17","17.19","17.19.2","C171902","Proportion of countries that (a) have conducted at least one population and housing census in the last 10 years; and (b) have achieved 100 per cent birth registration and 80 per cent death registration","SG_REG_DETH75N","+","Number of countries with death registration data that are at least 75 percent complete","MDG_LAC_CAR","MTQ","Martinique","","","","Annual","Not available","All age ranges or no breakdown by age","Total (national level)","Both sexes or no breakdown by sex","","Number","Units","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00","C, 24, 41, 48","",""
